geschehen,,," 1. become, come about, grow, happen "," 2. come about, happen, occur ",,,,,,
gescheit,,," 1. prudent, reasonable, sensible "," 2. sagacious, sage, wise ",,,,,,
geschickt,,," 1. adroit, clever, dexterous, skillful ",,,,,,,
geschlechtlich,,," 1. generative, sexual ",,,,,,,
geschlossen,,," 1. concentrated, dense, thick "," 2. closed, shut ",,,,,,
geschmackvoll,,, 1. elegant ,,,,,,,
geschmeidig,,, 1. flexible ,,,,,,,
geschwind,,," 1. fast, quick, rapid, speedy, swift "," 2. fast, quickly, swiftly ",,,,,,
geschäftig,,," 1. active, hardworking ",,,,,,,
gesellen,,," 1. join, unite ",,,,,,,
gesetzt,,," 1. earnest, serious, staid "," 2. firm, solid ",,,,,,
gesichtskreis,,, 1. horizon ,,,,,,,
gesinnt,,, 1. intentional ,,,,,,,
gesittet,,, 1. civilized ," 2. cultured, educated, learned, well-informed ",,,,,,
gesittet machen,,, 1. civilize ,,,,,,,
gesonnen,,, 1. intentional ,,,,,,,
gespannt,,," 1. agog, curious, inquisitive ", 2. strained ,,,,,,
gestalten,,," 1. form, shape ",,,,,,,
gestatten,,," 1. accord, admit, afford, allow, permit ",,,,,,,
gestehen,,," 1. acknowledge, admit, confess, profess ",,,,,,,
gestern,,, 1. yesterday ,,,,,,,
gestorben,,, 1. dead ,,,,,,,
gestrig,,," 1. yesterday, of yesterday ",,,,,,,
gesund,,," 1. healthy, well ",,,,,,,
gesundheitlich,,, 1. hygienic ,,,,,,,
gesättigd sein,,," 1. be full, have enough ",,,,,,,
getrost,,," 1. brave, courageous, valiant ",,,,,,,
gewahr werden,,," 1. descry, perceive "," 2. descry, perceive ",,,,,,
gewandt,,, 1. agile ," 2. adroit, clever, dexterous, skillful "," 3. adroit, agile, alert, brisk, keen ",,,,,
gewerbsmäßig,,, 1. professional ,,,,,,,
gewiegt,,," 1. clever, cunning, sly, smart "," 2. accomplished, adept, experienced, expert ",,,,,,
gewinnen,,," 1. earn, gain, win ",,,,,,,
gewissenhaft,,, 1. conscientious ,,,,,,,
gewissermaßen,,, 1. so to speak ,,,,,,,
gewitzigt,,," 1. clever, cunning, sly, smart ",,,,,,,
gewiß,,," 1. certain, sure ", 2. certainly ,,,,,,
gewogen,,," 1. advantageous, favourable ",,,,,,,
gewältig,,, 1. powerful ,,,,,,,
gewärtigen,,," 1. abide, expect, wait, await, wait for ",,,,,,,
gewöhnen,,, 1. accustom ,,,,,,,
gewöhnlich,,," 1. common, ordinary, usual ",,,,,,,
gezackt,,, 1. dental ,,,,,,,
geziemen,,," 1. be appropriate, suit, be suitable ",,,,,,,
gezottelt,,," 1. hairy, shaggy ",,,,,,,
geübt,,," 1. experienced, expert, skilful, skilled, skillful, practised "," 2. adroit, clever, dexterous, skillful ",,,,,,
gflechten,,," 1. braid, plait, twine, wreathe ",,,,,,,
gießen,,, 1. melt ," 2. pour, scatter, shed ",,,,,,
giftig,,, 1. poisonous ,,,,,,,
glatt,,," 1. even, flat, level, smooth ", 2. smooth ,,,,,,
glauben,,," 1. account, accredit, believe, deem ",,,,,,,
glaubhaft,,," 1. authentic, genuine ", 2. plausible , 3. plausible ,,,,,
gleich,,," 1. equal, even, level "," 2. alike, all the same, equally ", 3. identical ," 4. conforming, fitting "," 5. equally, likewise "," 6. at once, instantly, immediately, without delay "," 7. at once, immediately, just, right away, right now ",
gleichbedeutend,,, 1. identical ,,,,,,,
gleiche,,, 1. same ,,,,,,,
gleichen,,," 1. be similar, resemble ",,,,,,,
gleicher,,, 1. same ,,,,,,,
gleiches,,, 1. same ,,,,,,,
gleichfalls,,," 1. also, likewise, too "," 2. equally, likewise ",,,,,,
gleichgültig,,," 1. immaterial, indifferent ",,,,,,,
gleichlaufend,,, 1. parallel ,,,,,,,
gleichsam,,," 1. as if, as though, in a way ",,,,,,,
gleichwertig,,, 1. equivalent ,,,,,,,
gleichzeitig,,, 1. simultaneous ,,,,,,,
gleisnerisch,,, 1. hypocritical ,,,,,,,
gleiten,,," 1. glide, slip ",,,,,,,
gliedern,,," 1. divide, separate, share ",,,,,,,
glitschen,,," 1. glide, slip ",,,,,,,
glorreich,,," 1. famous, glorious ",,,,,,,
glänzen,,, 1. shine ,,,,,,,
glätten,,," 1. smooth, make smooth ", 2. polish ,,,,,,
gläubig,,, 1. faithful ,,,,,,,
glücken,,," 1. be succesful, prosper ",,,,,,,
glücklig,,," 1. fortunate, happy ",,,,,,,
glühen,,," 1. glow, glow with heat ",,,,,,,
gnädig,,," 1. advantageous, favourable ",,,,,,,
golden,,," 1. gold, golden ",,,,,,,
gotisch,,, 1. Gothic ,,,,,,,
gottesfürchtig,,, 1. pious ,,,,,,,
graben,,," 1. dig, grub, spade ",,,,,,,
gradlinig,,," 1. direct, straight ",,,,,,,
grandios,,," 1. grand, grandiose, magnificent, superb ",,,,,,,
grasen,,, 1. graze ,,,,,,,
gratis,,," 1. for nothing, free, gratis ",,,,,,,
gratulieren,,, 1. congratulate ,,,,,,,
grau,,, 1. grey ,,,,,,,
grausam,,, 1. cruel ,,,,,,,
grausig,,, 1. horrible ,,,,,,,
gravieren,,, 1. engrave ,,,,,,,
graziös,,, 1. graceful ,,,,,,,
greifen,,," 1. clutch, grab, grasp, grip, seize ", 2. grasp ,,,,,,
griechisch,,, 1. Greek ,,,,,,,
grinsen,,, 1. sneer ,,,,,,,
grob,,, 1. abrupt ," 2. coarse, crude, harsh ",,,,,,
grollen,,, 1. be angry ,,,,,,,
grotesk,,, 1. grotesque ,,,,,,,
groß,,," 1. big, great, large ",,,,,,,
großartig,,," 1. grand, grandiose, magnificent, superb ",,,,,,,
großes Maßlieb,,, 1. marguerite ,,,,,,,
grundlos,,, 1. for no reason ,,,,,,,
grundsätzlich,,, 1. in principle ,,,,,,,
gruppieren,,, 1. form a group ,,,,,,,
gräßlich,,," 1. abysmal, dreadful, gruesome, horrible, terrible ",,,,,,,
grübeln,,," 1. puzzle over, rack one's brains ",,,,,,,
grün,,, 1. green ,,,,,,,
gründen,,," 1. erect, establish "," 2. erect, establish, found ",,,,,,
gründlich,,, 1. fundamental ,,,,,,,
grüßen,,," 1. greet, salute ",,,,,,,
gurgeln,,," 1. gargle, rinse ",,,,,,,
gut,,," 1. good, nice, okay ",,,,,,,
gutheißen,,, 1. approve ,,,,,,,
gutherzig,,," 1. good-hearted, kind ",,,,,,,
gähnen,,, 1. yawn ,,,,,,,
gälisch,,, 1. Gaelic ,,,,,,,
gälische Sprache,,," 1. Gaelic, Gaelic language ",,,,,,,
gänzlich,,," 1. at all, entirely, quite, wholly ",,,,,,,
gären,,, 1. ferment ,,,,,,,
göttlich,,, 1. divine ,,,,,,,
gültig,,, 1. valuable ,,,,,,,
günstig,,," 1. advantageous, favourable ",,,,,,,
gürten,,, 1. gird ,,,,,,,
gütig,,," 1. good, nice, okay ",,,,,,,
ha,,," 1. ah, aha ",,,,,,,
haarig,,," 1. hairy, shaggy ",,,,,,,
haben,,," 1. have, have got ",,,,,,,
habgierig,,," 1. acquisitive, eager, greedy ",,,,,,,
habhaft werden,,," 1. achieve, acquire, attain, get, obtain ", 2. get ,,,,,,
hacken,,," 1. chop, cut, hack ",,,,,,,
haften,,," 1. guarantee, warrant ",,,,,,,
hager,,," 1. gaunt, thin ",,,,,,,
haken,,, 1. hook ,,,,,,,
halb,,, 1. half ,,,,,,,
halber,,," 1. because of, for, for sake of, on account of, owing to, through ",,,,,,,
hallen,,," 1. peal, ring ",,,,,,,
halsstarrig,,," 1. obstinate, stubborn ",,,,,,,
haltbar,,," 1. firm, robust, sturdy ",,,,,,,
halten,,," 1. halt, come to a halt, stop "," 2. hang onto, hold ",,,,,,
handeln,,," 1. act, take action "," 2. do business, trade ",,,,,,
handhaben,,," 1. handle, manipulate ",,,,,,,
harken,,, 1. rake ,,,,,,,
harmlos,,," 1. guiltless, innocent ",,,,,,,
harnen,,, 1. urinate ,,,,,,,
harren,,," 1. abide, expect, wait, await, wait for ",,,,,,,
hart,,, 1. hard , 2. hard ,,,,,,
hartnäckig,,," 1. obstinate, stubborn ",,,,,,,
hart machen,,," 1. harden, temper ",,,,,,,
hassen,,, 1. hate ,,,,,,,
hauen,,," 1. beat, hit, strike "," 2. chop, cut, hack "," 3. carve, sculpture ",,,,,
hauptsächlich,,," 1. main, predominant, principal "," 2. chief, main, major, principal ",,,,,,
hausen,,," 1. dwell, live ",,,,,,,
haushalten,,," 1. keep house, manage ",,,,,,,
hausieren,,," 1. peddle, sell door-to-door ",,,,,,,
he,,," 1. hey, say ",,,,,,,
heben,,," 1. lever, lift, raise ",,,,,,,
hebräisch,,," 1. Hebrew, Jewish ",,,,,,,
hebräische Sprache,,," 1. Hebrew, Hebrew language ",,,,,,,
heda,,," 1. hey, say ",,,,,,,
heften,,," 1. sew, sew on ", 2. sew , 3. sew together ,,,,,
heftig,,, 1. acute ,,,,,,,
hegen,,," 1. feed, nourish ",,,,,,,
hehlen,,," 1. conceal, hide ",,,,,,,
heil,,," 1. healthy, well ",,,,,,,
heilen,,," 1. care for, cure, treat ", 2. recover ,,,,,,
heilig,,," 1. holy, sacred ",,,,,,,
heiligen,,, 1. sanctify ,,,,,,,
heim,,, 1. at home ,,,,,,,
heimlich,,, 1. hidden , 2. secret ,,,,,,
heimtückisch,,," 1. malicious, mischievous, nasty, vicious ", 2. treacherous ,,,,,,
heiraten,,," 1. marry, wed "," 2. marry, wed ",,,,,,
heiser,,, 1. hoarse ,,,,,,,
heiter,,," 1. cheerful, gay, merry "," 2. serene, untroubled ",,,,,,
heizen,,," 1. heat, stoke ",,,,,,,
heiß,,, 1. hot ,,,,,,,
heißen,,, 1. call , 2. be called ,,,,,,
helfen,,," 1. abet, aid, assist, help "," 2. accomodate, aid, assist, help ",,,,,,
hell,,," 1. bright, clear, light "," 2. bright, light ",,,,,,
hellenisch,,," 1. Hellenian, Hellenic ",,,,,,,
henken,,, 1. hang ,,,,,,,
herab,,, 1. down ,,,,,,,
heranbringen,,," 1. bring, fetch ",,,,,,,
herauf,,," 1. above, up, uphill, upwards ",,,,,,,
heraus,,, 1. away ,,,,,,,
herausfordern,,, 1. evoke ," 2. encourage, impel, instigate, spur on, stimulate, urge ",,,,,,
herausgeben,,," 1. issue, publish ",,,,,,,
herauskommen,,, 1. come out ,,,,,,,
herb,,," 1. acetous, acid, sour, tart ",,,,,,,
hereinkommen,,," 1. come into, enter ",,,,,,,
herkommen,,," 1. accrue, come, derive, originate, result ",,,,,,,
herleiten,,, 1. derive ,,,,,,,
hermetisch,,, 1. airtight ,,,,,,,
hernach,,," 1. afterwards, next, subsequently ",,,,,,,
heroisch,,, 1. heroic ,,,,,,,
herreichen,,, 1. give ," 2. pass, spend "," 3. convey, hand, hand over, pass ",,,,,
herrlich,,," 1. agreeable, enjoyable, lovely, nice, pleasant ", 2. lovely ,,,,,,
herrschen,,," 1. control, govern, restrain, rule ",,,,,,,
herstellen,,," 1. fabricate, manufacture "," 2. achieve, act, do, make, perform ",,,,,,
herumflattern,,," 1. flirt, flit, flutter ",,,,,,,
herumschweifen,,," 1. roam, wander ",,,,,,,
herumtollen,,, 1. frolic ,,,,,,,
herumzausen,,," 1. dishevel, tousle ",,,,,,,
herunter,,, 1. down ,,,,,,,
hervor,,," 1. ahead, foreward, on ",,,,,,,
hervorbringen,,, 1. develop ," 2. afford, bear, produce ",,,,,,
hervorheben,,, 1. distinguish ,,,,,,,
hervorrufen,,, 1. evoke ," 2. cause, cause to take place ",,,,,,
heucheln,,, 1. dissemble ,,,,,,,
heuern,,," 1. employ, hire ",,,,,,,
heulen,,, 1. yell ,,,,,,,
heute,,, 1. today ,,,,,,,
heute Nachmittag,,, 1. this afternoon ,,,,,,,
heute abend,,, 1. this evening ,,,,,,,
heutig,,," 1. actual, current, present, present-day "," 2. current, present ",,,,,,
hexen,,, 1. bewitch ,,,,,,,
hier,,," 1. behold, here is, here are, look, there ",,,,,,,
hierauf,,," 1. afterwards, next, subsequently ", 2. then ,,,,,,
hierher,,," 1. here, hither, this way ",,,,,,,
hierhin,,," 1. that way, there, thither, yonder "," 2. here, hither, this way ",,,,,,
hier ist,,," 1. behold, here is, here are, look, there ",,,,,,,
hinab,,, 1. down ,,,,,,,
hinauf,,," 1. above, up, uphill, upwards ",,,,,,,
hinauskommen,,, 1. come out ,,,,,,,
hindern,,," 1. bar, obstruct "," 2. bar, hinder, inhibit, prevent ",,,,,,
hindurch,,, 1. through ,,,,,,,
hindurchgehen,,," 1. cover, go through, pass through ",,,,,,,
hineinkommen,,," 1. come into, enter ",,,,,,,
hineinziehen,,," 1. entangle, implicate ",,,,,,,
hinfällig,,," 1. decayed, decrepit, dilapidated, lapsed, rickety "," 2. conceited, frivolous, vain ",,,,,,
hingegen,,," 1. on the contrary, otherwise ", 2. on the contrary ,,,,,,
hinken,,, 1. limp ,,,,,,,
hinkend,,, 1. lame ,,,,,,,
hinlänglich,,," 1. enough, quite, rather, sufficiently ",,,,,,,
hinneigen,,," 1. bend, incline, tilt ",,,,,,,
hinreichen,,, 1. suffice ,,,,,,,
hinrichten,,, 1. execute ,,,,,,,
hinten,,, 1. behind ," 2. afterwards, next, subsequently ",,,,,,
hinter,,," 1. behind, after "," 2. after, behind ",,,,,,
hinterbringen,,," 1. accuse, denounce ",,,,,,,
hintergehen,,," 1. cheat, deceive ",,,,,,,
hinterher,,," 1. afterwards, next, subsequently ",,,,,,,
hinterlassen,,, 1. leave behind ,,,,,,,
hinterlegen,,, 1. deposit ,,,,,,,
hinterlistig,,, 1. treacherous ,,,,,,,
hinter einander,,," 1. at a strech, for ... together, on end "," 2. at a strech, for ... together, on end ", 3. consecutively ,,,,,
hinunter,,, 1. down ," 2. down, underneath ",,,,,,
hinweg,,, 1. away ,,,,,,,
hinweisen,,," 1. indicate, point out, show ",,,,,,,
hinweisendes Fürwort,,," 1. demonstrative, demonstrative pronoun ",,,,,,,
hinüber,,," 1. across, beyond, on the other side of ", 2. across ,,,,,,
hin und her,,, 1. back and forth ,,,,,,,
hissen,,," 1. hoist, hoist up, run up, wind up ",,,,,,,
hitzig,,, 1. acute ,,,,,,,
ho,,, 1. oh ,,,,,,,
hobeln,,," 1. abrade, plane ",,,,,,,
hoch,,," 1. high, lofty, tall ",,,,,,,
hochfahrend,,, 1. arrogant , 2. proud ,,,,,,
hochherzig,,, 1. magnanimous ,,,,,,,
hochmütig,,, 1. arrogant , 2. proud ,,,,,,
hochschätzen,,," 1. esteem, think well of ",,,,,,,
hoffen,,, 1. hope ,,,,,,,
hoffentlich,,, 1. hopefully ,,,,,,,
hoffnungslos,,," 1. abysmal, desperate ",,,,,,,
hohl,,," 1. concave, hollow ",,,,,,,
hold,,," 1. advantageous, favourable ", 2. graceful ," 3. dear, lovely "," 4. charming, lovely ",,,,
holen,,," 1. fetch, get, pick up "," 2. get, send for ",,,,,,
holla,,," 1. hey, say ",,,,,,,
holländisch,,, 1. Dutch , 2. Dutch ,,,,,,
holperig,,," 1. coarse, rough ",,,,,,,
honett,,," 1. above-board, honest ",,,,,,,
horchen,,, 1. listen ,,,,,,,
horizontal,,," 1. horizontal, level ",,,,,,,
human,,, 1. humane ,,,,,,,
humpeln,,, 1. limp ,,,,,,,
hundert,,," 1. hundred, one hundred ",,,,,,,
hungrig,,, 1. hungry ,,,,,,,
huren,,, 1. prostitute ,,,,,,,
hurrah,,, 1. hurray ,,,,,,,
hurtig,,," 1. fast, quick, rapid, speedy, swift "," 2. adroit, agile, alert, brisk, keen ",,,,,,
huschen,,, 1. fly ,,,,,,,
husten,,, 1. cough ,,,,,,,
hypnotisieren,,, 1. hypnotize ,,,,,,,
häkeln,,," 1. hitch on, hook on ", 2. hook ,,,,,,
hämisch,,," 1. malicious, mischievous, nasty, vicious ",,,,,,,
hängen,,, 1. stoop ," 2. droop, hang ",,,,,,
härten,,," 1. harden, temper ",,,,,,,
hätscheln,,," 1. coddle, pamper, pet ",,,,,,,
häufen,,," 1. accumulate, amass, heap, pile up, stack ",,,,,,,
häufig,,, 1. frequent ," 2. frequently, often, regularly ",,,,,,
häuslich,,, 1. domestic ,,,,,,,
häuten,,," 1. flay, skin, strip ",,,,,,,
häßlich,,," 1. nasty, ugly ",,,,,,,
höchst,,," 1. enormously, extremely ",,,,,,,
höflich,,," 1. courteous, polite, well-mannered ",,,,,,,
höher,,, 1. superior ,,,,,,,
hören,,, 1. hear ,,,,,,,
hübsch,,," 1. beautiful, fine, handsome, lovely ", 2. pretty ,,,,,,
hündisch,,, 1. canine ,,,,,,,
hüpfen,,, 1. hop ,,,,,,,
hüten,,," 1. guard, keep, look after, watch over ",,,,,,,
ich,,, 1. I , 2. I , 3. I , 4. I ,,,,
identifizieren,,, 1. identify ,,,,,,,
identisch,,, 1. identical ,,,,,,,
ignorieren,,," 1. ignore, leave out of account ",,,,,,,
ihm,,," 1. him, to him "," 2. it, to it "," 3. he, him ", 4. it ,,,,
ihn,,," 1. he, him ", 2. him ,,,,,,
ihr,,," 1. her, to her "," 2. thou, you ", 3. you , 4. its ," 5. her, she ", 6. her ,,
ihre,,, 1. their ,,,,,,,
ihrer,,," 1. her, she ",,,,,,,
ihrige,,, 1. your , 2. her ,,,,,,
illuminieren,,," 1. enlighten, illuminate ",,,,,,,
illustrieren,,, 1. illustrate ,,,,,,,
imitieren,,, 1. imitate ,,,,,,,
immer,,, 1. constantly ," 2. always, ever ",,,,,,
immerhin,,, 1. certainly ," 2. certainly, indeed, rather, surely ",,,,,,
immun,,, 1. immune ,,,,,,,
impertinent,,, 1. arrogant , 2. impertinent , 3. abandoned ,,,,,
impfen,,, 1. inoculate ,,,,,,,
imponieren,,," 1. impress, strike ",,,,,,,
importieren,,, 1. import ,,,,,,,
imposant,,, 1. imposing ,,,,,,,
impotent,,, 1. impotent ,,,,,,,
improvisieren,,, 1. ad-lib ,,,,,,,
imputieren,,," 1. blame, hold against ",,,,,,,
imstande,,," 1. able, capable ",,,,,,,
im Gegensatz,,," 1. on the contrary, otherwise ",,,,,,,
im Jenseits,,," 1. across, opposite ",,,,,,,
im Recht,,," 1. right, true ",,,,,,,
im Zickzack gehen,,, 1. zigzag ,,,,,,,
im Zickzack verlaufen,,, 1. zigzag ,,,,,,,
im Überfluß,,, 1. abundantly ,,,,,,,
in,,," 1. at, to, toward, towards "," 2. a, in, inside, into, on, per, within ",,,,,,
indes,,," 1. all the time, in the meantime, meanwhile ",,,,,,,
indifferent,,," 1. immaterial, indifferent ",,,,,,,
indirekt,,," 1. oblique, slanting ",,,,,,,
indisch,,, 1. Indian ,,,,,,,
indiskret,,, 1. meddlesome ,,,,,,,
individuell,,, 1. individual ,,,,,,,
indolent,,, 1. apathetic ,,,,,,,
infam,,," 1. abject, base, low, nasty, vile ",,,,,,,
infizieren,,, 1. infect ,,,,,,,
informieren,,," 1. acquaint, inform, report ",,,,,,,
infundieren,,, 1. infuse ,,,,,,,
inhibieren,,," 1. bar, hinder, inhibit, prevent ",,,,,,,
injizieren,,, 1. inject ,,,,,,,
inklusive,,," 1. including, inclusively ",,,,,,,
inmitten,,, 1. rather ,,,,,,,
inmitten von,,," 1. among, amidst, in the middle of ",,,,,,,
inne,,, 1. inside ,,,,,,,
innehaben,,," 1. have, have got ",,,,,,,
innerhalb,,, 1. inside ,,,,,,,
innerlich,,," 1. inner, inside, internal ",,,,,,,
inne werden,,," 1. descry, perceive ",,,,,,,
innig,,," 1. close, intimate ",,,,,,,
insbesondere,,," 1. above all, especially, chiefly, mainly, principally ",,,,,,,
inserieren,,," 1. insert, put in, put away, stow ",,,,,,,
insgesamt,,, 1. together ,,,,,,,
insofern,,," 1. if, provided that ", 2. that much ,,,,,,
inspirieren,,, 1. inspire ,,,,,,,
inspizieren,,, 1. examine , 2. inspect ,,,,,,
installieren,,, 1. install ,,,,,,,
instruieren,,, 1. teach ,,,,,,,
ins Exil schicken,,, 1. exile ,,,,,,,
ins Reine,,, 1. in the final analysis ,,,,,,,
intellektuell,,, 1. intellectual , 2. spiritual ,,,,,,
intelligent,,," 1. intelligent, sagacious ",,,,,,,
intensiv,,," 1. acute, intense, intensive ",,,,,,,
interessieren,,, 1. interest ,,,,,,,
intermittieren,,, 1. occur intermittently ,,,,,,,
intern,,," 1. inner, inside, internal ",,,,,,,
international,,, 1. international ,,,,,,,
interpretieren,,, 1. interpret ,,,,,,,
intim,,," 1. close, intimate ",,,,,,,
intolerant,,, 1. intolerant ,,,,,,,
intriguieren,,, 1. intrigue ,,,,,,,
invers,,," 1. reverse, reversed ",,,,,,,
investieren,,, 1. invest ,,,,,,,
inwendig,,," 1. inner, inside, internal ", 2. inside ,,,,,,
inzwischen,,," 1. all the time, in the meantime, meanwhile ",,,,,,,
in Anspruch nehmen,,," 1. occupy, take ",,,,,,,
in Begleitung von,,, 1. with ,,,,,,,
in Bestürzung versetzen,,," 1. alarm, appal, dismay, puzzle ",,,,,,,
in Briefwechsel stehen,,, 1. correspond ,,,,,,,
in Mißkredit bringen,,," 1. cry down, cut up, demolish, pull to pieces, run down, write down ",,,,,,,
in Ohnmacht fallen,,," 1. faint, swoon ",,,,,,,
in Schrecken setzen,,," 1. frighten, terrify ",,,,,,,
in Stuck arbeiten,,, 1. plaster ,,,,,,,
in Unordnung bringen,,," 1. confuse, puzzle ",,,,,,,
in Versuchung führen,,," 1. entice, tempt ",,,,,,,
in Verwirrung bringen,,," 1. confuse, puzzle ",,,,,,,
in Verwunderung setzen,,, 1. amaze ,,,,,,,
in keiner Weise,,," 1. by no means, in no way, not at all, not on any account ",,,,,,,
irden,,," 1. earthen, clay, stone ",,,,,,,
irdisch,,," 1. earthen, earthly, terrestrial ",,,,,,,
irgendein,,, 1. some kind of ,,,,,,,
irgendetwas,,," 1. anything, something ",,,,,,,
irgendwann,,," 1. at some time, ever, sometime ",,,,,,,
irgendwas,,," 1. anything, something ",,,,,,,
irgendwelch,,, 1. some kind of ,,,,,,,
irgendwer,,," 1. a, any, anybody, some, somebody, one, someone, some one ",,,,,,,
irgendwie,,," 1. anyway, somehow ",,,,,,,
irgendwo,,," 1. anywhere, somewhere ",,,,,,,
irgendwohin,,," 1. somewhere, to some place ",,,,,,,
irgend einer,,," 1. a, any, anybody, some, somebody, one, someone, some one ",,,,,,,
irgend eines,,, 1. someone's ,,,,,,,
irgend jemandes,,, 1. someone's ,,,,,,,
irgend warum,,, 1. for some reason ,,,,,,,
irre,,," 1. crazy, insane, mad, nuts ",,,,,,,
irren,,," 1. roam, wander ",,,,,,,
irre reden,,, 1. be delirious ,,,,,,,
irrig,,," 1. erroneous, mistaken, wrong ",,,,,,,
isolieren,,," 1. insulate, isolate, seclude ",,,,,,,
italienisch,,, 1. Italian ,,,,,,,
ja,,, 1. even ," 2. certainly, indeed, rather, surely ", 3. yes ,,,,,
jagen,,," 1. chase, drive, drive on, impel, shoo "," 2. chase, hunt ",,,,,,
jammern,,," 1. lament, wail "," 2. groan, moan ",,,,,,
japanisch,,, 1. Japanese ,,,,,,,
japanische Sprache,,," 1. Japanese, Japanese language ",,,,,,,
ja doch,,," 1. certainly, indeed, rather, surely ",,,,,,,
ja sagen,,," 1. affirm, assent, say yes ",,,,,,,
je,,," 1. at some time, ever, sometime ",,,,,,,
jedermanns,,, 1. everyone's ,,,,,,,
jederzeit,,," 1. always, ever ",,,,,,,
jedes,,, 1. everyone's ,,,,,,,
jedesmal,,," 1. each time, every time ",,,,,,,
jedoch,,," 1. but, however, nevertheless, yet ",,,,,,,
jeglicher,,," 1. all, every kind of ",,,,,,,
jemals,,," 1. at some time, ever, sometime ",,,,,,,
jemand,,," 1. a, any, anybody, some, somebody, one, someone, some one ",,,,,,,
jene,,, 1. that ... over there , 2. those ,,,,,,
jener,,, 1. that ... over there ,,,,,,,
jenes,,, 1. that ... over there ," 2. that, that over there, those ",,,,,,
jenseits,,," 1. across, beyond, on the other side of "," 2. across, opposite ", 3. across ,,,,,
jetzig,,," 1. current, present ",,,,,,,
jetzt,,," 1. at present, now ",,,,,,,
je ... desto,,, 1. the ... the ,,,,,,,
jonglieren,,, 1. juggle ,,,,,,,
jovial,,," 1. jocular, playful ",,,,,,,
jucken,,, 1. itch ,,,,,,,
jugendlich,,, 1. young ,,,,,,,
jung,,, 1. young ,,,,,,,
jungfräulich,,," 1. virgin, virginal ",,,,,,,
just,,," 1. just, just now ",,,,,,,
jäh,,," 1. all of a sudden, suddenly ",,,,,,,
jährlich,,," 1. annual, yearly ",,,,,,,
jämmerlich,,," 1. abject, dismal, meager, miserable, wretched ",,,,,,,
jäten,,," 1. weed, weed out ",,,,,,,
jüdisch,,, 1. Jewish ,,,,,,,
jüngst,,," 1. before, in front of ",,,,,,,
kahl,,, 1. bleak ,,,,,,,
kalfatern,,," 1. calk, caulk ",,,,,,,
kalifornisch,,, 1. Californian ,,,,,,,
kalkulieren,,," 1. calculate, count, figure, work out ",,,,,,,
kalt,,," 1. bleak, chilly, cold "," 2. bleak, chilly, cold ",,,,,,
kampieren,,, 1. camp out ,,,,,,,
kanadisch,,, 1. Canadian ,,,,,,,
kanarisch,,, 1. Canary ,,,,,,,
kapholländisch,,, 1. Afrikaans ,,,,,,,
kapitulieren,,," 1. capitulate, surrender ",,,,,,,
kappen,,," 1. overthrow, turn, turn over, upset ", 2. turn over ," 3. top, truncate ",,,,,
karibisch,,, 1. Caribbean ,,,,,,,
kassieren,,," 1. abjure, abolish, abrogate, annul, cancel, remit ",,,,,,,
kasteien,,, 1. whip ,,,,,,,
kastrieren,,, 1. castrate ,,,,,,,
kauen,,, 1. chew ,,,,,,,
kauern,,," 1. cower, crouch, squat ",,,,,,,
kaufmännischen Und,,, 1. ampersand ,,,,,,,
kaum,,," 1. barely, hardly, only just, scarcely ",,,,,,,
kehren,,, 1. sweep ," 2. turn, turn around, turn round ",,,,,,
keimen,,, 1. germinate ,,,,,,,
kein,,, 1. no ,,,,,,,
keine,,," 1. neither, nobody, none, no-one ",,,,,,,
keiner,,," 1. neither, nobody, none, no-one ",,,,,,,
keines,,, 1. no-one's ," 2. neither, nobody, none, no-one ",,,,,,
keineswegs,,," 1. by no means, in no way, not at all, not on any account ",,,,,,,
kennen,,," 1. be acquainted with, know ",,,,,,,
kennzeichnen,,, 1. characterize ," 2. indicate, point out, show ",,,,,,
keusch,,, 1. chaste ,,,,,,,
kitzeln,,, 1. tickle ,,,,,,,
klacken,,," 1. clap, click, rattle ",,,,,,,
klagen,,, 1. complain ,,,,,,,
klappen,,," 1. clap, click, rattle ",,,,,,,
klar,,," 1. clear, distinct, plain ",,,,,,,
klassisch,,," 1. classic, classical ",,,,,,,
klatschen,,," 1. lap, plash, splash ",,,,,,,
kleben,,," 1. glue, stick ",,,,,,,
kleiden,,," 1. clothe, dress ",,,,,,,
klein,,," 1. diminutive, little, small ",,,,,,,
kleiner Buchstabe,,," 1. lower case letter, small letter ",,,,,,,
kleines Maßlieb,,, 1. daisy ,,,,,,,
kleinlaut,,, 1. humble ,,,,,,,
kleinstoßen,,," 1. crush, pound ",,,,,,,
klettern,,, 1. climb ,,,,,,,
klimmen,,, 1. climb ,,,,,,,
klimpern,,," 1. jingle, tinkle ",,,,,,,
klingen,,, 1. sound ," 2. peal, ring ",,,,,,
klirren,,," 1. jingle, tinkle ",,,,,,,
klopfen,,," 1. hit, knock, strike ",,,,,,,
klug,,," 1. prudent, reasonable, sensible "," 2. sagacious, sage, wise ",,,,,,
knallen,,, 1. crack ,,,,,,,
knarren,,," 1. creak, grate ", 2. crack ,,,,,,
kneifen,,, 1. pinch ,,,,,,,
kneten,,, 1. knead ,,,,,,,
knirschen,,," 1. creak, gnash, grate, grind ",,,,,,,
knoten,,, 1. knot ,,,,,,,
knöpfen,,, 1. button ,,,,,,,
kochen,,, 1. boil , 2. cook ,,,,,,
